Run Model Entity Position Sim
3 7 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 68 0.839
3 7 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 10 0.92
4 7 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 3 0.939
4 7 en.wikipedia.org/wiki..Themistocles.txt 34 0.879
4 7 en.wikipedia.org/wiki..Thespiae.txt 147 0.775
4 7 en.wikipedia.org/wiki..Sparta.txt 244 0.708
4 7 en.wikipedia.org/wiki..Battle_of_Marathon.txt 10 0.918
4 7 en.wikipedia.org/wiki..Darius_I.txt 92 0.822
4 7 en.wikipedia.org/wiki..Leonidas_I.txt 11 0.914
4 7 en.wikipedia.org/wiki..Xerxes_I.txt 53 0.858
4 7 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 77 0.829
4 7 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 12 0.913
5 7 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 8 0.926
5 7 en.wikipedia.org/wiki..Themistocles.txt 40 0.876
5 7 en.wikipedia.org/wiki..Thespiae.txt 130 0.791
5 7 en.wikipedia.org/wiki..Sparta.txt 241 0.704
5 7 en.wikipedia.org/wiki..Battle_of_Marathon.txt 7 0.928
5 7 en.wikipedia.org/wiki..Darius_I.txt 91 0.82
5 7 en.wikipedia.org/wiki..Leonidas_I.txt 20 0.908
5 7 en.wikipedia.org/wiki..Xerxes_I.txt 49 0.863
5 7 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 53 0.86
5 7 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 14 0.913
6 7 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 7 0.917
6 7 en.wikipedia.org/wiki..Themistocles.txt 27 0.883
6 7 en.wikipedia.org/wiki..Thespiae.txt 106 0.809
6 7 en.wikipedia.org/wiki..Sparta.txt 177 0.747
6 7 en.wikipedia.org/wiki..Battle_of_Marathon.txt 11 0.901
6 7 en.wikipedia.org/wiki..Darius_I.txt 91 0.822
6 7 en.wikipedia.org/wiki..Leonidas_I.txt 12 0.899
6 7 en.wikipedia.org/wiki..Xerxes_I.txt 34 0.876
6 7 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 78 0.83
6 7 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 23 0.884
1 8 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 7 0.926
1 8 en.wikipedia.org/wiki..Themistocles.txt 43 0.865
1 8 en.wikipedia.org/wiki..Thespiae.txt 144 0.774
1 8 en.wikipedia.org/wiki..Sparta.txt 237 0.7
1 8 en.wikipedia.org/wiki..Battle_of_Marathon.txt 17 0.91
1 8 en.wikipedia.org/wiki..Darius_I.txt 87 0.821
1 8 en.wikipedia.org/wiki..Leonidas_I.txt 32 0.88
1 8 en.wikipedia.org/wiki..Xerxes_I.txt 41 0.866
1 8 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 114 0.803
1 8 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 10 0.92
2 8 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 4 0.933
2 8 en.wikipedia.org/wiki..Themistocles.txt 44 0.87
2 8 en.wikipedia.org/wiki..Thespiae.txt 127 0.797
2 8 en.wikipedia.org/wiki..Sparta.txt 229 0.711
2 8 en.wikipedia.org/wiki..Battle_of_Marathon.txt 25 0.887
2 8 en.wikipedia.org/wiki..Darius_I.txt 120 0.801
2 8 en.wikipedia.org/wiki..Leonidas_I.txt 19 0.898
2 8 en.wikipedia.org/wiki..Xerxes_I.txt 51 0.866
2 8 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 72 0.841
2 8 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 10 0.911
3 8 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 5 0.934
3 8 en.wikipedia.org/wiki..Themistocles.txt 45 0.866
3 8 en.wikipedia.org/wiki..Thespiae.txt 143 0.767
3 8 en.wikipedia.org/wiki..Sparta.txt 224 0.707
3 8 en.wikipedia.org/wiki..Battle_of_Marathon.txt 8 0.922
3 8 en.wikipedia.org/wiki..Darius_I.txt 69 0.836
3 8 en.wikipedia.org/wiki..Leonidas_I.txt 26 0.897
3 8 en.wikipedia.org/wiki..Xerxes_I.txt 46 0.864
3 8 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 111 0.807
3 8 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 9 0.922
4 8 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 8 0.925
4 8 en.wikipedia.org/wiki..Themistocles.txt 43 0.871
4 8 en.wikipedia.org/wiki..Thespiae.txt 139 0.785
4 8 en.wikipedia.org/wiki..Sparta.txt 206 0.729
4 8 en.wikipedia.org/wiki..Battle_of_Marathon.txt 20 0.901
4 8 en.wikipedia.org/wiki..Darius_I.txt 122 0.803
4 8 en.wikipedia.org/wiki..Leonidas_I.txt 23 0.894
4 8 en.wikipedia.org/wiki..Xerxes_I.txt 58 0.851
4 8 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 82 0.83
4 8 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 6 0.928
5 8 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 8 0.927
5 8 en.wikipedia.org/wiki..Themistocles.txt 47 0.862
5 8 en.wikipedia.org/wiki..Thespiae.txt 139 0.783
5 8 en.wikipedia.org/wiki..Sparta.txt 198 0.727
5 8 en.wikipedia.org/wiki..Battle_of_Marathon.txt 22 0.896
5 8 en.wikipedia.org/wiki..Darius_I.txt 69 0.84
5 8 en.wikipedia.org/wiki..Leonidas_I.txt 26 0.89
5 8 en.wikipedia.org/wiki..Xerxes_I.txt 54 0.851
5 8 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 79 0.834
5 8 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 11 0.92
6 8 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 5 0.926
6 8 en.wikipedia.org/wiki..Themistocles.txt 52 0.858
6 8 en.wikipedia.org/wiki..Thespiae.txt 89 0.821
6 8 en.wikipedia.org/wiki..Sparta.txt 295 0.66
6 8 en.wikipedia.org/wiki..Battle_of_Marathon.txt 37 0.877
6 8 en.wikipedia.org/wiki..Darius_I.txt 91 0.82
6 8 en.wikipedia.org/wiki..Leonidas_I.txt 21 0.894
6 8 en.wikipedia.org/wiki..Xerxes_I.txt 55 0.856
6 8 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 70 0.836
6 8 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 7 0.921
1 9 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 5 0.938
1 9 en.wikipedia.org/wiki..Themistocles.txt 40 0.869
1 9 en.wikipedia.org/wiki..Thespiae.txt 129 0.788
1 9 en.wikipedia.org/wiki..Sparta.txt 270 0.682
1 9 en.wikipedia.org/wiki..Battle_of_Marathon.txt 11 0.923
1 9 en.wikipedia.org/wiki..Darius_I.txt 89 0.822
1 9 en.wikipedia.org/wiki..Leonidas_I.txt 28 0.887
1 9 en.wikipedia.org/wiki..Xerxes_I.txt 44 0.863
1 9 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 98 0.818
1 9 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 9 0.929
2 9 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 6 0.939
2 9 en.wikipedia.org/wiki..Themistocles.txt 52 0.862
2 9 en.wikipedia.org/wiki..Thespiae.txt 116 0.813
2 9 en.wikipedia.org/wiki..Sparta.txt 229 0.723
2 9 en.wikipedia.org/wiki..Battle_of_Marathon.txt 11 0.921
2 9 en.wikipedia.org/wiki..Darius_I.txt 79 0.839
2 9 en.wikipedia.org/wiki..Leonidas_I.txt 32 0.887
2 9 en.wikipedia.org/wiki..Xerxes_I.txt 51 0.863
2 9 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 103 0.826
2 9 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 8 0.932
3 9 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 7 0.928
3 9 en.wikipedia.org/wiki..Themistocles.txt 47 0.865
3 9 en.wikipedia.org/wiki..Thespiae.txt 139 0.781
3 9 en.wikipedia.org/wiki..Sparta.txt 265 0.693
3 9 en.wikipedia.org/wiki..Battle_of_Marathon.txt 17 0.911
3 9 en.wikipedia.org/wiki..Darius_I.txt 86 0.83
3 9 en.wikipedia.org/wiki..Leonidas_I.txt 31 0.881
3 9 en.wikipedia.org/wiki..Xerxes_I.txt 55 0.854
3 9 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 126 0.803
3 9 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 9 0.922
4 9 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 6 0.938
4 9 en.wikipedia.org/wiki..Themistocles.txt 45 0.872
4 9 en.wikipedia.org/wiki..Thespiae.txt 147 0.782
4 9 en.wikipedia.org/wiki..Sparta.txt 256 0.706
4 9 en.wikipedia.org/wiki..Battle_of_Marathon.txt 22 0.905
4 9 en.wikipedia.org/wiki..Darius_I.txt 82 0.834
4 9 en.wikipedia.org/wiki..Leonidas_I.txt 25 0.899
4 9 en.wikipedia.org/wiki..Xerxes_I.txt 42 0.873
4 9 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 100 0.822
4 9 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 8 0.929
5 9 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 7 0.935
5 9 en.wikipedia.org/wiki..Themistocles.txt 42 0.872
5 9 en.wikipedia.org/wiki..Thespiae.txt 85 0.834
5 9 en.wikipedia.org/wiki..Sparta.txt 247 0.717
5 9 en.wikipedia.org/wiki..Battle_of_Marathon.txt 10 0.923
5 9 en.wikipedia.org/wiki..Darius_I.txt 71 0.848
5 9 en.wikipedia.org/wiki..Leonidas_I.txt 26 0.894
5 9 en.wikipedia.org/wiki..Xerxes_I.txt 31 0.889
5 9 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 69 0.849
5 9 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 8 0.926
6 9 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 7 0.928
6 9 en.wikipedia.org/wiki..Themistocles.txt 40 0.869
6 9 en.wikipedia.org/wiki..Thespiae.txt 60 0.851
6 9 en.wikipedia.org/wiki..Sparta.txt 263 0.695
6 9 en.wikipedia.org/wiki..Battle_of_Marathon.txt 10 0.92
6 9 en.wikipedia.org/wiki..Darius_I.txt 87 0.829
6 9 en.wikipedia.org/wiki..Leonidas_I.txt 30 0.886
6 9 en.wikipedia.org/wiki..Xerxes_I.txt 37 0.875
6 9 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 83 0.831
6 9 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 8 0.925
1 10 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 10 0.91
1 10 en.wikipedia.org/wiki..Themistocles.txt 39 0.866
1 10 en.wikipedia.org/wiki..Thespiae.txt 84 0.821
1 10 en.wikipedia.org/wiki..Sparta.txt 275 0.672
1 10 en.wikipedia.org/wiki..Battle_of_Marathon.txt 9 0.911
1 10 en.wikipedia.org/wiki..Darius_I.txt 127 0.783
1 10 en.wikipedia.org/wiki..Leonidas_I.txt 24 0.881
1 10 en.wikipedia.org/wiki..Xerxes_I.txt 53 0.85
1 10 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 122 0.789
1 10 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 8 0.912
2 10 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 11 0.922
2 10 en.wikipedia.org/wiki..Themistocles.txt 32 0.884
2 10 en.wikipedia.org/wiki..Thespiae.txt 113 0.817
2 10 en.wikipedia.org/wiki..Sparta.txt 224 0.726
2 10 en.wikipedia.org/wiki..Battle_of_Marathon.txt 8 0.929
2 10 en.wikipedia.org/wiki..Darius_I.txt 83 0.832
2 10 en.wikipedia.org/wiki..Leonidas_I.txt 21 0.894
2 10 en.wikipedia.org/wiki..Xerxes_I.txt 44 0.872
2 10 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 72 0.839
2 10 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 7 0.93
3 10 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 8 0.923
3 10 en.wikipedia.org/wiki..Themistocles.txt 58 0.865
3 10 en.wikipedia.org/wiki..Thespiae.txt 113 0.817
3 10 en.wikipedia.org/wiki..Sparta.txt 290 0.68
3 10 en.wikipedia.org/wiki..Battle_of_Marathon.txt 13 0.91
3 10 en.wikipedia.org/wiki..Darius_I.txt 79 0.841
3 10 en.wikipedia.org/wiki..Leonidas_I.txt 28 0.894
3 10 en.wikipedia.org/wiki..Xerxes_I.txt 57 0.865
3 10 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 118 0.815
3 10 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 9 0.919
4 10 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 7 0.93
4 10 en.wikipedia.org/wiki..Themistocles.txt 44 0.869
4 10 en.wikipedia.org/wiki..Thespiae.txt 87 0.833
4 10 en.wikipedia.org/wiki..Sparta.txt 249 0.712
4 10 en.wikipedia.org/wiki..Battle_of_Marathon.txt 27 0.889
4 10 en.wikipedia.org/wiki..Darius_I.txt 120 0.812
4 10 en.wikipedia.org/wiki..Leonidas_I.txt 24 0.893
4 10 en.wikipedia.org/wiki..Xerxes_I.txt 62 0.854
4 10 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 105 0.826
4 10 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 8 0.927
5 10 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 12 0.926
5 10 en.wikipedia.org/wiki..Themistocles.txt 49 0.879
5 10 en.wikipedia.org/wiki..Thespiae.txt 114 0.829
5 10 en.wikipedia.org/wiki..Sparta.txt 222 0.744
5 10 en.wikipedia.org/wiki..Battle_of_Marathon.txt 21 0.902
5 10 en.wikipedia.org/wiki..Darius_I.txt 117 0.828
5 10 en.wikipedia.org/wiki..Leonidas_I.txt 31 0.894
5 10 en.wikipedia.org/wiki..Xerxes_I.txt 46 0.881
5 10 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 78 0.854
5 10 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 9 0.934
6 10 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 5 0.934
6 10 en.wikipedia.org/wiki..Themistocles.txt 47 0.865
6 10 en.wikipedia.org/wiki..Thespiae.txt 103 0.818
6 10 en.wikipedia.org/wiki..Sparta.txt 255 0.701
6 10 en.wikipedia.org/wiki..Battle_of_Marathon.txt 9 0.924
6 10 en.wikipedia.org/wiki..Darius_I.txt 80 0.831
6 10 en.wikipedia.org/wiki..Leonidas_I.txt 24 0.892
6 10 en.wikipedia.org/wiki..Xerxes_I.txt 57 0.854
6 10 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 94 0.823
6 10 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 10 0.924
1 11 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 9 0.912
1 11 en.wikipedia.org/wiki..Themistocles.txt 30 0.888
1 11 en.wikipedia.org/wiki..Thespiae.txt 127 0.809
1 11 en.wikipedia.org/wiki..Sparta.txt 226 0.728
1 11 en.wikipedia.org/wiki..Battle_of_Marathon.txt 3 0.929
1 11 en.wikipedia.org/wiki..Darius_I.txt 105 0.822
1 11 en.wikipedia.org/wiki..Leonidas_I.txt 26 0.894
1 11 en.wikipedia.org/wiki..Xerxes_I.txt 78 0.841
1 11 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 121 0.814
1 11 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 14 0.904
2 11 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 7 0.933
2 11 en.wikipedia.org/wiki..Themistocles.txt 38 0.876
2 11 en.wikipedia.org/wiki..Thespiae.txt 90 0.829
2 11 en.wikipedia.org/wiki..Sparta.txt 225 0.722
2 11 en.wikipedia.org/wiki..Battle_of_Marathon.txt 4 0.941
2 11 en.wikipedia.org/wiki..Darius_I.txt 103 0.819
2 11 en.wikipedia.org/wiki..Leonidas_I.txt 20 0.906
2 11 en.wikipedia.org/wiki..Xerxes_I.txt 74 0.842
2 11 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 86 0.831
2 11 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 9 0.928
3 11 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 8 0.918
3 11 en.wikipedia.org/wiki..Themistocles.txt 43 0.865
3 11 en.wikipedia.org/wiki..Thespiae.txt 99 0.82
3 11 en.wikipedia.org/wiki..Sparta.txt 236 0.714
3 11 en.wikipedia.org/wiki..Battle_of_Marathon.txt 7 0.919
3 11 en.wikipedia.org/wiki..Darius_I.txt 134 0.787
3 11 en.wikipedia.org/wiki..Leonidas_I.txt 12 0.913
3 11 en.wikipedia.org/wiki..Xerxes_I.txt 93 0.823
3 11 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 82 0.833
3 11 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 10 0.915
4 11 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 7 0.93
4 11 en.wikipedia.org/wiki..Themistocles.txt 50 0.867
4 11 en.wikipedia.org/wiki..Thespiae.txt 114 0.815
4 11 en.wikipedia.org/wiki..Sparta.txt 250 0.714
4 11 en.wikipedia.org/wiki..Battle_of_Marathon.txt 11 0.92
4 11 en.wikipedia.org/wiki..Darius_I.txt 105 0.822
4 11 en.wikipedia.org/wiki..Leonidas_I.txt 19 0.907
4 11 en.wikipedia.org/wiki..Xerxes_I.txt 62 0.858
4 11 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 90 0.835
4 11 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 8 0.93
5 11 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 5 0.915
5 11 en.wikipedia.org/wiki..Themistocles.txt 35 0.878
5 11 en.wikipedia.org/wiki..Thespiae.txt 105 0.82
5 11 en.wikipedia.org/wiki..Sparta.txt 223 0.72
5 11 en.wikipedia.org/wiki..Battle_of_Marathon.txt 8 0.906
5 11 en.wikipedia.org/wiki..Darius_I.txt 109 0.819
5 11 en.wikipedia.org/wiki..Leonidas_I.txt 37 0.876
5 11 en.wikipedia.org/wiki..Xerxes_I.txt 74 0.839
5 11 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 112 0.816
5 11 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 25 0.885
6 11 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 7 0.923
6 11 en.wikipedia.org/wiki..Themistocles.txt 31 0.889
6 11 en.wikipedia.org/wiki..Thespiae.txt 120 0.809
6 11 en.wikipedia.org/wiki..Sparta.txt 255 0.716
6 11 en.wikipedia.org/wiki..Battle_of_Marathon.txt 6 0.924
6 11 en.wikipedia.org/wiki..Darius_I.txt 116 0.81
6 11 en.wikipedia.org/wiki..Leonidas_I.txt 33 0.885
6 11 en.wikipedia.org/wiki..Xerxes_I.txt 93 0.834
6 11 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 105 0.823
6 11 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 15 0.906
1 12 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 9 0.922
1 12 en.wikipedia.org/wiki..Themistocles.txt 31 0.887
1 12 en.wikipedia.org/wiki..Thespiae.txt 119 0.808
1 12 en.wikipedia.org/wiki..Sparta.txt 249 0.713
1 12 en.wikipedia.org/wiki..Battle_of_Marathon.txt 1 0.95
1 12 en.wikipedia.org/wiki..Darius_I.txt 78 0.837
1 12 en.wikipedia.org/wiki..Leonidas_I.txt 24 0.895
1 12 en.wikipedia.org/wiki..Xerxes_I.txt 80 0.836
1 12 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 131 0.802
1 12 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 11 0.918
2 12 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 7 0.921
2 12 en.wikipedia.org/wiki..Themistocles.txt 42 0.874
2 12 en.wikipedia.org/wiki..Thespiae.txt 101 0.824
2 12 en.wikipedia.org/wiki..Sparta.txt 262 0.711
2 12 en.wikipedia.org/wiki..Battle_of_Marathon.txt 11 0.911
2 12 en.wikipedia.org/wiki..Darius_I.txt 103 0.823
2 12 en.wikipedia.org/wiki..Leonidas_I.txt 27 0.887
2 12 en.wikipedia.org/wiki..Xerxes_I.txt 69 0.847
2 12 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 116 0.816
2 12 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 13 0.907
3 12 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 4 0.922
3 12 en.wikipedia.org/wiki..Themistocles.txt 51 0.856
3 12 en.wikipedia.org/wiki..Thespiae.txt 145 0.783
3 12 en.wikipedia.org/wiki..Sparta.txt 324 0.664
3 12 en.wikipedia.org/wiki..Battle_of_Marathon.txt 9 0.911
3 12 en.wikipedia.org/wiki..Darius_I.txt 106 0.816
3 12 en.wikipedia.org/wiki..Leonidas_I.txt 21 0.898
3 12 en.wikipedia.org/wiki..Xerxes_I.txt 62 0.846
3 12 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 87 0.83
3 12 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 7 0.917
4 12 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 5 0.928
4 12 en.wikipedia.org/wiki..Themistocles.txt 38 0.888
4 12 en.wikipedia.org/wiki..Thespiae.txt 77 0.854
4 12 en.wikipedia.org/wiki..Sparta.txt 216 0.752
4 12 en.wikipedia.org/wiki..Battle_of_Marathon.txt 10 0.921
4 12 en.wikipedia.org/wiki..Darius_I.txt 106 0.835
4 12 en.wikipedia.org/wiki..Leonidas_I.txt 19 0.912
4 12 en.wikipedia.org/wiki..Xerxes_I.txt 61 0.866
4 12 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 116 0.828
4 12 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 12 0.917
5 12 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 10 0.915
5 12 en.wikipedia.org/wiki..Themistocles.txt 49 0.862
5 12 en.wikipedia.org/wiki..Thespiae.txt 86 0.829
5 12 en.wikipedia.org/wiki..Sparta.txt 301 0.67
5 12 en.wikipedia.org/wiki..Battle_of_Marathon.txt 8 0.917
5 12 en.wikipedia.org/wiki..Darius_I.txt 89 0.828
5 12 en.wikipedia.org/wiki..Leonidas_I.txt 23 0.893
5 12 en.wikipedia.org/wiki..Xerxes_I.txt 52 0.859
5 12 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 80 0.834
5 12 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 9 0.917
6 12 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 9 0.924
6 12 en.wikipedia.org/wiki..Themistocles.txt 43 0.873
6 12 en.wikipedia.org/wiki..Thespiae.txt 84 0.835
6 12 en.wikipedia.org/wiki..Sparta.txt 268 0.703
6 12 en.wikipedia.org/wiki..Battle_of_Marathon.txt 5 0.933
6 12 en.wikipedia.org/wiki..Darius_I.txt 107 0.818
6 12 en.wikipedia.org/wiki..Leonidas_I.txt 31 0.891
6 12 en.wikipedia.org/wiki..Xerxes_I.txt 66 0.847
6 12 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 109 0.817
6 12 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 7 0.93
1 13 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 8 0.928
1 13 en.wikipedia.org/wiki..Themistocles.txt 44 0.874
1 13 en.wikipedia.org/wiki..Thespiae.txt 121 0.806
1 13 en.wikipedia.org/wiki..Sparta.txt 281 0.688
1 13 en.wikipedia.org/wiki..Battle_of_Marathon.txt 10 0.924
1 13 en.wikipedia.org/wiki..Darius_I.txt 118 0.808
1 13 en.wikipedia.org/wiki..Leonidas_I.txt 21 0.901
1 13 en.wikipedia.org/wiki..Xerxes_I.txt 60 0.85
1 13 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 77 0.838
1 13 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 5 0.932
2 13 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 4 0.927
2 13 en.wikipedia.org/wiki..Themistocles.txt 61 0.856
2 13 en.wikipedia.org/wiki..Thespiae.txt 68 0.85
2 13 en.wikipedia.org/wiki..Sparta.txt 222 0.739
2 13 en.wikipedia.org/wiki..Battle_of_Marathon.txt 15 0.909
2 13 en.wikipedia.org/wiki..Darius_I.txt 65 0.853
2 13 en.wikipedia.org/wiki..Leonidas_I.txt 23 0.895
2 13 en.wikipedia.org/wiki..Xerxes_I.txt 54 0.864
2 13 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 104 0.826
2 13 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 10 0.916
3 13 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 6 0.912
3 13 en.wikipedia.org/wiki..Themistocles.txt 61 0.84
3 13 en.wikipedia.org/wiki..Thespiae.txt 97 0.814
3 13 en.wikipedia.org/wiki..Sparta.txt 242 0.706
3 13 en.wikipedia.org/wiki..Battle_of_Marathon.txt 7 0.91
3 13 en.wikipedia.org/wiki..Darius_I.txt 108 0.805
3 13 en.wikipedia.org/wiki..Leonidas_I.txt 9 0.904
3 13 en.wikipedia.org/wiki..Xerxes_I.txt 88 0.822
3 13 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 96 0.815
3 13 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 12 0.897
4 13 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 7 0.921
4 13 en.wikipedia.org/wiki..Themistocles.txt 50 0.867
4 13 en.wikipedia.org/wiki..Thespiae.txt 59 0.859
4 13 en.wikipedia.org/wiki..Sparta.txt 205 0.754
4 13 en.wikipedia.org/wiki..Battle_of_Marathon.txt 13 0.91
4 13 en.wikipedia.org/wiki..Darius_I.txt 86 0.839
4 13 en.wikipedia.org/wiki..Leonidas_I.txt 18 0.897
4 13 en.wikipedia.org/wiki..Xerxes_I.txt 48 0.868
4 13 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 80 0.845
4 13 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 14 0.906
5 13 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 10 0.913
5 13 en.wikipedia.org/wiki..Themistocles.txt 58 0.851
5 13 en.wikipedia.org/wiki..Thespiae.txt 56 0.853
5 13 en.wikipedia.org/wiki..Sparta.txt 219 0.723
5 13 en.wikipedia.org/wiki..Battle_of_Marathon.txt 9 0.914
5 13 en.wikipedia.org/wiki..Darius_I.txt 81 0.83
5 13 en.wikipedia.org/wiki..Leonidas_I.txt 30 0.879
5 13 en.wikipedia.org/wiki..Xerxes_I.txt 86 0.824
5 13 en.wikipedia.org/wiki..Ephialtes_of_Trachis.txt 77 0.835
5 13 en.wikipedia.org/wiki..Battle_of_Artemisium.txt 16 0.897
6 13 en.wikipedia.org/wiki..Battle_of_Thermopylae.txt 9 0.929
6 13 en.wikipedia.org/wiki..Themistocles.txt 39 0.879
6 13 en.wikipedia.org/wiki..Thespiae.txt 90 0.834
6 13 en.wikipedia.org/wiki..Sparta.txt 256 0.714
6 13 en.wikipedia.org/wiki..Battle_of_Marathon.txt 4 0.937
6 13 en.wikipedia.org/wiki..Darius_I.txt 88 0.836
6 13 en.wikipedia.org/wiki..Leonidas_I.txt 27 0.894
